start_dates,end_dates,changes,errors
1999.25,2000.25,-0.45,0.3728576656359104
2000.25,2001.25,0.06,0.3728576656359104
2001.25,2002.25,-0.2663333333333333,0.2219280455138509
2002.25,2003.25,-0.3263333333333333,0.2219280455138509
2003.25,2004.25,-0.0496666666666666,0.2237231713202677
2004.25,2005.25,-0.053,0.2237231713202677
2005.25,2006.25,-0.5863333333333334,0.2219280455138509
2006.25,2007.25,-0.363,0.2219280455138509
2007.25,2008.25,-0.093,0.2219280455138509
2008.25,2009.25,-0.3363333333333333,0.2219280455138509
2009.25,2010.25,0.4336666666666667,0.2219280455138509
2010.25,2011.25,0.2303333333333333,0.2219280455138509
2011.25,2012.25,0.0236666666666666,0.2219280455138509
2012.25,2013.25,0.1936666666666666,0.2219280455138509
2013.25,2014.25,0.3536666666666667,0.2257010107963337
2014.25,2015.25,0.4053333333333333,0.2219280455138509
2015.25,2016.25,0.0466666666666666,0.2270987902154237
2016.25,2017.25,-0.3163333333333333,0.2270987902154237
2017.25,2018.25,-0.2963333333333333,0.2219280455138509
2018.25,2019.25,0.1936666666666666,0.2270987902154237
2019.25,2020.25,-0.833,0.2257010107963337
2020.25,2021.25,-0.2763333333333333,0.2257010107963337
2021.25,2022.25,-0.14,0.2243268310797332
2022.25,2023.25,-0.91,0.3821026576722922
2023.25,2024.25,-0.1772666666666666,0.2408684982814999
